Mean1,Sd1,Mean2,Sd2,Layer,Epoch,Method
0.8519588192202218,0.02618333618784609,0.9659786483847683,0.20882721511328203,6,50,FPTT
0.8262611725266246,0.026221545974266233,1.041406732820518,0.2185136484346166,7,50,FPTT
0.8378086157248054,0.025905974316557338,0.9725162670035369,0.20645855059494536,8,50,FPTT
0.7826830618818041,0.02733303490937017,0.9221378552623656,0.18800215541345563,9,50,FPTT
0.838809024127589,0.021878803696441337,0.9870893260733572,0.20280660243903106,10,50,FPTT
0.7921460222801081,0.022215853466834586,1.174205975213521,0.23233685781282837,11,50,FPTT
0.809259047505187,0.021658589020402453,1.11003224210153,0.22067736409902605,12,50,FPTT
0.7239291742730233,0.02354104827379845,1.040484978851985,0.19697749913110107,13,50,FPTT
0.8169801583210728,0.01810941149168971,0.9349054524367353,0.1799436339078514,14,50,FPTT
0.8024370140669135,0.019488468125939167,0.9740423721555864,0.18394931989615912,15,50,FPTT
0.8233910894424449,0.02023362549815816,0.5587526494195916,0.10648329152093522,16,50,FPTT
0.8125674233088572,0.026064190748706244,0.46688841745047505,0.08489351018893676,17,50,FPTT
0.9685804336385446,0.012179531103837269,0.15438989658628932,0.02528964278094774,18,50,FPTT
0.7511267322431606,0.09958829820604745,1.4553224879404036,0.5034241171164127,1,100,FPTT
0.7196370558992086,0.06505969587365588,1.2539121801660857,0.354154843049614,2,100,FPTT
0.7109812542357304,0.06182757412680647,1.2400071870502223,0.34329035160401594,3,100,FPTT
0.728470168177816,0.06210452395278309,1.2557826595865047,0.35597860047464025,4,100,FPTT
0.7099490527841101,0.05993087839540009,1.0961269382554346,0.30101850843815614,5,100,FPTT
0.7503092508386253,0.0568059928792704,1.1089254104831612,0.30581404065251605,6,100,FPTT
0.7257001502260508,0.05616711477007499,1.248928546180493,0.336772283353993,7,100,FPTT
0.7310671009571695,0.057551663058240776,1.2138762568694834,0.33243783251911124,8,100,FPTT
0.6755263476457242,0.053973529788775954,1.1471656046893624,0.3020859049971736,9,100,FPTT
0.7333590748520727,0.05005740739763473,1.2421462068026563,0.3263537116531732,10,100,FPTT
0.6926974799584182,0.04857746204785941,1.5232132391648774,0.38897801970368345,11,100,FPTT
0.7023648675364202,0.04942448449781768,1.4787664774819618,0.37934967889966337,12,100,FPTT
0.631509635993369,0.048000700772964054,1.3153266350758976,0.32157182328929246,13,100,FPTT
0.729532659588031,0.04445871734291022,1.1917490495151808,0.2931903074739483,14,100,FPTT
0.7346368183628698,0.04536816555924466,1.190159543871727,0.28528950609175874,15,100,FPTT
0.7662391335955044,0.045292935422342466,0.623760441334849,0.1477382249105928,16,100,FPTT
0.7614876292884426,0.04993776385410133,0.494640736226541,0.11100204818673601,17,100,FPTT
0.9392978532213561,0.031626165789555516,0.17751721389086084,0.040861922554471644,18,100,FPTT
0.6218171621888647,0.16607221427207583,1.3884042298156534,0.6504772013293904,1,200,FPTT
0.6001326562347852,0.1307791622056057,1.168154885794457,0.4872629143498726,2,200,FPTT
0.5935223174690437,0.1274675646818365,1.181731191605673,0.4811945310706439,3,200,FPTT
0.6067403811346096,0.13042482335947755,1.1678674499028472,0.4866120147154114,4,200,FPTT
0.5941066032945728,0.1264143078368095,1.0294265355080099,0.4152892239726088,5,200,FPTT
0.6295513792128019,0.12585505832788227,1.1142689626706852,0.4555329214814744,6,200,FPTT
0.6104984630123449,0.12187298959043437,1.2626641703895967,0.5041916112876801,7,200,FPTT
0.610673080447694,0.12453982922785217,1.2524799388212065,0.5059752226207234,8,200,FPTT
0.5664788389556997,0.11689930764675746,1.1938866086103852,0.45883982438618703,9,200,FPTT
0.6054788299963814,0.11661157595250483,1.318165971989363,0.5103723452330017,10,200,FPTT
0.577517928123932,0.11279395159248592,1.6625474626329584,0.6275226208543841,11,200,FPTT
0.5813683796669243,0.11388469117045352,1.6613281511543045,0.6287856847912031,12,200,FPTT
0.5255713077803428,0.10853636992499657,1.4592050658908604,0.5270129239874923,13,200,FPTT
0.5995343535489829,0.11272353828659148,1.3056750457051773,0.4687456320511304,14,200,FPTT
0.6171456976828288,0.11556459057728932,1.2851159032648871,0.44666918941416633,15,200,FPTT
0.6453943703223435,0.11714589884043325,0.6658281638607784,0.2175506922886972,16,200,FPTT
0.6460691174914376,0.1181891201903741,0.49232071354775364,0.1530924084897135,17,200,FPTT
0.864201443124367,0.10139272088677316,0.1688428699145053,0.05570639964453216,18,200,FPTT
