Wall time,Step,Value
1703245260.4335597,0,0.4007999897003174
1703245374.7912846,1,0.5559999942779541
1703245489.167436,2,0.5982999801635742
1703245603.326993,3,0.6664999723434448
1703245717.4567351,4,0.7141000032424927
1703245831.695269,5,0.7430999875068665
1703245945.940509,6,0.7706000208854675
1703246060.137995,7,0.7833999991416931
1703246174.3982162,8,0.7993999719619751
1703246288.5665827,9,0.8163999915122986
1703246402.8631587,10,0.8130999803543091
1703246517.0476153,11,0.8335999846458435
1703246631.3528259,12,0.8420000076293945
1703246745.4994757,13,0.8338000178337097
1703246859.6692529,14,0.8432000279426575
1703246973.8361232,15,0.8384000062942505
1703247087.9591918,16,0.8579000234603882
1703247202.1510308,17,0.864300012588501
1703247316.229719,18,0.8682000041007996
1703247430.40083,19,0.8669000267982483
1703247544.8096282,20,0.875
1703247658.9893978,21,0.8745999932289124
1703247773.3249013,22,0.8765000104904175
1703247887.6130106,23,0.8855000138282776
1703248001.8095667,24,0.8730000257492065
1703248115.9015996,25,0.8697999715805054
1703248230.1333358,26,0.8881000280380249
1703248344.3510773,27,0.8845999836921692
1703248458.55632,28,0.8931000232696533
1703248572.8546557,29,0.8845000267028809
1703248687.1226127,30,0.8906999826431274
1703248801.5115194,31,0.8902000188827515
1703248915.7379527,32,0.8877000212669373
1703249029.8754733,33,0.8989999890327454
1703249144.072862,34,0.8949999809265137
1703249258.3965375,35,0.8956000208854675
1703249372.642445,36,0.9010999798774719
1703249486.7865965,37,0.8980000019073486
1703249600.879054,38,0.8991000056266785
1703249715.0821283,39,0.9031999707221985
1703249829.425795,40,0.8988000154495239
1703249943.8479517,41,0.9010000228881836
1703250057.9849324,42,0.904699981212616
1703250172.2196856,43,0.8999000191688538
1703250286.3822234,44,0.8939999938011169
1703250400.4567568,45,0.9078999757766724
1703250514.6280282,46,0.9057000279426575
1703250628.9083586,47,0.9086999893188477
1703250743.1132574,48,0.9071999788284302
1703250857.2443187,49,0.9042999744415283
1703250971.6269023,50,0.910099983215332
1703251085.787758,51,0.9115999937057495
1703251200.1161842,52,0.9128000140190125
1703251314.3146083,53,0.9054999947547913
1703251428.5119805,54,0.9107999801635742
1703251542.7505147,55,0.9143000245094299
1703251656.8542118,56,0.9110000133514404
1703251771.0166442,57,0.9108999967575073
1703251885.1302986,58,0.913100004196167
1703251999.349532,59,0.9115999937057495
1703252113.5398533,60,0.9117000102996826
1703252227.8816082,61,0.9133999943733215
1703252342.2108626,62,0.9156000018119812
1703252456.3255734,63,0.9174000024795532
1703252570.6781285,64,0.9143999814987183
1703252684.773549,65,0.9165999889373779
1703252798.8565843,66,0.9165999889373779
1703252913.0846624,67,0.9150999784469604
1703253027.3692176,68,0.9175000190734863
1703253141.6060894,69,0.9178000092506409
1703253255.7171018,70,0.9156000018119812
1703253369.9334354,71,0.9075000286102295
1703253484.0349298,72,0.9200000166893005
1703253598.2129705,73,0.923799991607666
1703253712.4767232,74,0.9153000116348267
